组播,#genre#
IPTV国学,http://115.171.216.46:4000/rtp/225.1.8.237:4120
IPTV美人,http://115.171.216.46:4000/rtp/225.1.8.233:4120
IPTV5足球,http://115.171.216.46:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.46:4000/rtp/225.1.8.236:4120
IPTV10解密,http://115.171.216.46:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.46:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.46:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.46:4000/rtp/225.1.8.230:4120
IPTV鉴赏,http://115.171.216.46:4000/rtp/225.1.8.242:4120
IPTV墨宝,http://115.171.216.46:4000/rtp/225.1.8.243:4120
IPTV爱生活,http://115.171.216.46:4000/rtp/225.1.8.246:4120
IPTV武术,http://115.171.216.46:4000/rtp/225.1.8.247:4120
台球,http://115.171.216.46:4000/rtp/225.1.8.245:4120
CETV2,http://115.171.216.46:4000/rtp/225.1.8.193:4120
CETV4,http://115.171.216.46:4000/rtp/225.1.8.195:4120
金鹰卡通,http://115.171.216.46:4000/rtp/225.1.8.163:9252
嘉佳卡通,http://115.171.216.46:4000/rtp/225.1.8.170:9268
聚鲨环球精选,http://115.171.216.46:4000/udp/225.1.8.58:8002
贵阳-1,http://218.86.187.110:8188/rtp/238.255.2.19:5999
贵阳-2,http://218.86.187.110:8188/rtp/238.255.2.20:5999
贵阳-3,http://218.86.187.110:8188/rtp/238.255.2.22:5999
六盘水-1,http://218.86.187.110:8188/rtp/238.255.2.115:5999
六盘水-2,http://218.86.187.110:8188/rtp/238.255.2.116:5999
黔南-1,http://218.86.187.110:8188/rtp/238.255.2.150:5999
黔南-2,http://218.86.187.110:8188/rtp/238.255.2.151:5999
黔西南综合频道,http://218.86.187.110:8188/rtp/238.255.2.126:5999
黔西南公共频道,http://218.86.187.110:8188/rtp/238.255.2.127:5999
黔西-1,http://218.86.187.110:8188/rtp/238.255.2.161:5999
黔东南综合频道,http://218.86.187.110:8188/rtp/238.255.2.179:5999
遵义综合频道,http://218.86.187.110:8188/rtp/238.255.2.153:5999
遵义公共频道,http://218.86.187.110:8188/rtp/238.255.2.152:5999
遵义都市频道,http://218.86.187.110:8188/rtp/238.255.2.154:5999
铜仁-1,http://218.86.187.110:8188/rtp/238.255.2.31:5999
铜仁-2,http://218.86.187.110:8188/rtp/238.255.2.87:5999
毕节-1,http://218.86.187.110:8188/rtp/238.255.2.131:5999
毕节-2,http://218.86.187.110:8188/rtp/238.255.2.132:5999
安顺新闻综合,http://218.86.187.110:8188/rtp/238.255.2.157:5999
安顺公共频道,http://218.86.187.110:8188/rtp/238.255.2.158:5999
瓮安电视台,http://218.86.187.110:8188/rtp/238.255.2.216:5999
思南综合频道,http://218.86.187.110:8188/rtp/238.255.2.218:5999
凯里TV,http://218.86.187.110:8188/rtp/238.255.2.180:5999
雷山综合频道,http://218.86.187.110:8188/rtp/238.255.2.128:5999
CETV1,http://218.86.187.110:8188/rtp/238.255.2.105:5999
CETV2,http://218.86.187.110:8188/rtp/238.255.2.221:5999
CETV4,http://218.86.187.110:8188/rtp/238.255.2.222:5999
北京纪实科教,http://218.86.187.110:8188/rtp/238.255.2.107:5999
北京卡酷少儿,http://218.86.187.110:8188/rtp/238.255.2.80:5999
北京卡酷少儿,http://218.86.187.110:8188/rtp/238.255.2.106:5999
金鹰纪实,http://218.86.187.110:8188/rtp/238.255.2.108:5999
金鹰卡通,http://218.86.187.110:8188/rtp/238.255.2.55:5999
天元围棋,http://218.86.187.110:8188/rtp/238.255.2.7:5999
贵州直播频道,http://218.86.187.110:8188/rtp/238.255.2.206:5999
优漫卡通,http://218.86.187.110:8188/rtp/238.255.2.57:5999
嘉佳卡通,http://218.86.187.110:8188/rtp/238.255.2.62:5999
哈哈炫动,http://218.86.187.110:8188/rtp/238.255.2.56:5999
汽摩频道,http://218.86.187.110:8188/rtp/238.255.2.148:5999
广东珠江频道,http://113.119.24.33:58888/udp/239.77.0.1:5146
广东珠江频道,http://113.119.24.33:58888/udp/239.77.0.114:5146
广东新闻频道,http://113.119.24.33:58888/udp/239.77.0.173:5146
广东民生频道,http://113.119.24.33:58888/udp/239.77.0.225:5146
广东体育频道,http://113.119.24.33:58888/udp/239.77.0.112:5146
广东体育频道,http://113.119.24.33:58888/udp/239.77.0.168:5146
广东经济科教,http://113.119.24.33:58888/udp/239.77.0.85:5146
广东经济科教,http://113.119.24.33:58888/udp/239.77.0.167:5146
广东影视频道,http://113.119.24.33:58888/udp/239.77.0.217:5146
广东少儿频道,http://113.119.24.33:58888/udp/239.77.0.250:5146
广东嘉佳卡通,http://113.119.24.33:58888/udp/239.77.0.179:5146
广东综艺4K,http://113.119.24.33:58888/udp/239.77.0.252:5146
广东4K超高清,http://113.119.24.33:58888/udp/239.77.0.245:5146
广东4K超高清,http://113.119.24.33:58888/udp/239.77.1.237:5146
广东4K超高清,http://113.119.24.33:58888/udp/239.77.0.244:5146
广州综合频道,http://113.119.24.33:58888/udp/239.253.43.71:5146
广州新闻频道,http://113.119.24.33:58888/udp/239.253.43.72:5146
广州影视频道,http://113.119.24.33:58888/udp/239.253.43.73:5146
广州法治频道,http://113.119.24.33:58888/udp/239.253.43.74:5146
南国都市4K,http://113.119.24.33:58888/udp/239.253.43.99:5146
深圳都市频道,http://113.119.24.33:58888/udp/239.77.1.176:5146
深圳电视剧频道,http://113.119.24.33:58888/udp/239.77.1.177:5146
深圳财经生活,http://113.119.24.33:58888/udp/239.77.1.242:5146
深圳体育健康,http://113.119.24.33:58888/udp/239.77.1.128:5146
深圳少儿频道,http://113.119.24.33:58888/udp/239.77.1.244:5146
宝安频道,http://113.119.24.33:58888/udp/239.77.1.67:5146
深圳龙岗频道,http://113.119.24.33:58888/udp/239.77.1.223:5146
佛山公共频道,http://113.119.24.33:58888/udp/239.253.43.53:5146
佛山南海频道,http://113.119.24.33:58888/udp/239.253.43.54:5146
佛山顺德频道,http://113.119.24.33:58888/udp/239.253.43.55:5146
佛山影视频道,http://113.119.24.33:58888/udp/239.253.43.56:5146
佛山综合频道,http://113.119.24.33:58888/udp/239.253.43.57:5146
东莞新闻综合,http://113.119.24.33:58888/udp/239.253.43.104:5146
东莞生活资讯,http://113.119.24.33:58888/udp/239.253.43.105:5146
韶关新闻综合,http://113.119.24.33:58888/udp/239.77.0.117:5146
湛江新闻综合,http://113.119.24.33:58888/udp/239.77.0.141:5146
湛江公共频道,http://113.119.24.33:58888/udp/239.77.0.140:5146
揭阳综合频道,http://113.119.24.33:58888/udp/239.77.0.229:5146
揭阳生活频道,http://113.119.24.33:58888/udp/239.77.0.251:5146
汕尾新闻综合,http://113.119.24.33:58888/udp/239.77.0.25:5146
汕尾文化生活,http://113.119.24.33:58888/udp/239.77.0.187:5146
江门综合频道,http://113.119.24.33:58888/udp/239.77.0.201:5146
江门侨乡生活,http://113.119.24.33:58888/udp/239.77.0.202:5146
潮州综合频道,http://113.119.24.33:58888/udp/239.253.43.70:5146
潮州民生频道,http://113.119.24.33:58888/udp/239.253.43.75:5146
HZTV-1,http://113.119.24.33:58888/udp/239.77.1.232:5146
HZTV-2,http://113.119.24.33:58888/udp/239.77.1.233:5146
珠海-1,http://113.119.24.33:58888/udp/239.77.0.155:5146
肇庆综合频道,http://113.119.24.33:58888/udp/239.253.43.1:5146
肇庆生活服务,http://113.119.24.33:58888/udp/239.253.43.2:5146
河源综合频道,http://113.119.24.33:58888/udp/239.253.43.213:5146
河源公共频道,http://113.119.24.33:58888/udp/239.253.43.214:5146
清远新闻综合,http://113.119.24.33:58888/udp/239.253.43.33:5146
清远文旅生活,http://113.119.24.33:58888/udp/239.253.43.34:5146
云浮综合频道,http://113.119.24.33:58888/udp/239.77.0.253:5146
云浮文旅频道,http://113.119.24.33:58888/udp/239.77.0.254:5146
茂名综合频道,http://113.119.24.33:58888/udp/239.77.0.206:5146
茂名文化生活,http://113.119.24.33:58888/udp/239.77.0.207:5146
汕头综合频道,http://113.119.24.33:58888/udp/239.253.43.45:5146
汕头经济生活,http://113.119.24.33:58888/udp/239.253.43.46:5146
中山综合频道,http://113.119.24.33:58888/udp/239.253.43.62:5146
香山文化频道,http://113.119.24.33:58888/udp/239.253.43.63:5146
CETV1,http://113.119.24.33:58888/udp/239.77.1.222:5146
CETV4,http://113.119.24.33:58888/udp/239.253.43.40:5146
CETV早期教育,http://113.119.24.33:58888/udp/239.77.0.180:5146
睛彩篮球,http://113.119.24.33:58888/udp/239.77.1.21:5146
睛彩青少,http://113.119.24.33:58888/udp/239.77.1.22:5146
广东珠江频道,http://183.236.43.98:4013/udp/239.77.0.1:5146
广东珠江频道,http://183.236.43.98:4013/udp/239.77.0.114:5146
广东新闻频道,http://183.236.43.98:4013/udp/239.77.0.173:5146
广东民生频道,http://183.236.43.98:4013/udp/239.77.0.225:5146
广东体育频道,http://183.236.43.98:4013/udp/239.77.0.112:5146
广东体育频道,http://183.236.43.98:4013/udp/239.77.0.168:5146
广东经济科教,http://183.236.43.98:4013/udp/239.77.0.85:5146
广东经济科教,http://183.236.43.98:4013/udp/239.77.0.167:5146
广东影视频道,http://183.236.43.98:4013/udp/239.77.0.217:5146
广东少儿频道,http://183.236.43.98:4013/udp/239.77.0.250:5146
广东嘉佳卡通,http://183.236.43.98:4013/udp/239.77.0.179:5146
广东综艺4K,http://183.236.43.98:4013/udp/239.77.0.252:5146
广东4K超高清,http://183.236.43.98:4013/udp/239.77.0.245:5146
广东4K超高清,http://183.236.43.98:4013/udp/239.77.1.237:5146
广东4K超高清,http://183.236.43.98:4013/udp/239.77.0.244:5146
广州综合频道,http://183.236.43.98:4013/udp/239.253.43.71:5146
广州新闻频道,http://183.236.43.98:4013/udp/239.253.43.72:5146
广州影视频道,http://183.236.43.98:4013/udp/239.253.43.73:5146
广州法治频道,http://183.236.43.98:4013/udp/239.253.43.74:5146
南国都市4K,http://183.236.43.98:4013/udp/239.253.43.99:5146
深圳都市频道,http://183.236.43.98:4013/udp/239.77.1.176:5146
深圳电视剧频道,http://183.236.43.98:4013/udp/239.77.1.177:5146
深圳财经生活,http://183.236.43.98:4013/udp/239.77.1.242:5146
深圳体育健康,http://183.236.43.98:4013/udp/239.77.1.128:5146
深圳少儿频道,http://183.236.43.98:4013/udp/239.77.1.244:5146
宝安频道,http://183.236.43.98:4013/udp/239.77.1.67:5146
深圳龙岗频道,http://183.236.43.98:4013/udp/239.77.1.223:5146
佛山公共频道,http://183.236.43.98:4013/udp/239.253.43.53:5146
佛山南海频道,http://183.236.43.98:4013/udp/239.253.43.54:5146
佛山顺德频道,http://183.236.43.98:4013/udp/239.253.43.55:5146
佛山影视频道,http://183.236.43.98:4013/udp/239.253.43.56:5146
佛山综合频道,http://183.236.43.98:4013/udp/239.253.43.57:5146
东莞新闻综合,http://183.236.43.98:4013/udp/239.253.43.104:5146
东莞生活资讯,http://183.236.43.98:4013/udp/239.253.43.105:5146
韶关新闻综合,http://183.236.43.98:4013/udp/239.77.0.117:5146
湛江新闻综合,http://183.236.43.98:4013/udp/239.77.0.141:5146
湛江公共频道,http://183.236.43.98:4013/udp/239.77.0.140:5146
揭阳综合频道,http://183.236.43.98:4013/udp/239.77.0.229:5146
揭阳生活频道,http://183.236.43.98:4013/udp/239.77.0.251:5146
汕尾新闻综合,http://183.236.43.98:4013/udp/239.77.0.25:5146
汕尾文化生活,http://183.236.43.98:4013/udp/239.77.0.187:5146
江门综合频道,http://183.236.43.98:4013/udp/239.77.0.201:5146
江门侨乡生活,http://183.236.43.98:4013/udp/239.77.0.202:5146
潮州综合频道,http://183.236.43.98:4013/udp/239.253.43.70:5146
潮州民生频道,http://183.236.43.98:4013/udp/239.253.43.75:5146
HZTV-1,http://183.236.43.98:4013/udp/239.77.1.232:5146
HZTV-2,http://183.236.43.98:4013/udp/239.77.1.233:5146
珠海-1,http://183.236.43.98:4013/udp/239.77.0.155:5146
肇庆综合频道,http://183.236.43.98:4013/udp/239.253.43.1:5146
肇庆生活服务,http://183.236.43.98:4013/udp/239.253.43.2:5146
河源综合频道,http://183.236.43.98:4013/udp/239.253.43.213:5146
河源公共频道,http://183.236.43.98:4013/udp/239.253.43.214:5146
清远新闻综合,http://183.236.43.98:4013/udp/239.253.43.33:5146
清远文旅生活,http://183.236.43.98:4013/udp/239.253.43.34:5146
云浮综合频道,http://183.236.43.98:4013/udp/239.77.0.253:5146
云浮文旅频道,http://183.236.43.98:4013/udp/239.77.0.254:5146
茂名综合频道,http://183.236.43.98:4013/udp/239.77.0.206:5146
茂名文化生活,http://183.236.43.98:4013/udp/239.77.0.207:5146
汕头综合频道,http://183.236.43.98:4013/udp/239.253.43.45:5146
汕头经济生活,http://183.236.43.98:4013/udp/239.253.43.46:5146
中山综合频道,http://183.236.43.98:4013/udp/239.253.43.62:5146
香山文化频道,http://183.236.43.98:4013/udp/239.253.43.63:5146
CETV1,http://183.236.43.98:4013/udp/239.77.1.222:5146
CETV4,http://183.236.43.98:4013/udp/239.253.43.40:5146
CETV早期教育,http://183.236.43.98:4013/udp/239.77.0.180:5146
睛彩篮球,http://183.236.43.98:4013/udp/239.77.1.21:5146
睛彩青少,http://183.236.43.98:4013/udp/239.77.1.22:5146
湖北公共新闻,http://59.174.160.80:4022/rtp/239.69.1.40:9880
湖北经视频道,http://59.174.160.80:4022/rtp/239.69.1.41:9886
湖北综合频道,http://59.174.160.80:4022/rtp/239.69.1.42:9892
湖北垄上频道,http://59.174.160.80:4022/rtp/239.69.1.43:9898
湖北影视频道,http://59.174.160.80:4022/rtp/239.69.1.204:10866
湖北生活频道,http://59.174.160.80:4022/rtp/239.69.1.205:10872
湖北教育频道,http://59.174.160.80:4022/rtp/239.69.1.206:10878
武汉新闻综合,http://59.174.160.80:4022/rtp/239.69.1.145:10506
武汉电视剧,http://59.174.160.80:4022/rtp/239.69.1.146:10512
武汉科技生活,http://59.174.160.80:4022/rtp/239.69.1.251:11148
武汉文体频道,http://59.174.160.80:4022/rtp/239.69.1.147:10518
武汉教育频道,http://59.174.160.80:4022/rtp/239.69.1.60:9994
阳新综合,http://59.174.160.80:4022/rtp/239.69.1.34:9844
房县综合,http://59.174.160.80:4022/rtp/239.69.1.192:10794
蔡甸综合,http://59.174.160.80:4022/rtp/239.69.1.245:11112
CHC-影迷电影,http://59.174.160.80:4022/rtp/239.69.1.241:11088
CHC-动作电影,http://59.174.160.80:4022/rtp/239.69.1.242:11094
CHC-家庭影院,http://59.174.160.80:4022/rtp/239.69.1.243:11100
湖南金鹰纪实,http://59.174.160.80:4022/rtp/239.69.1.109:10292
湖南金鹰卡通,http://59.174.160.80:4022/rtp/239.69.1.248:11130
湖南快乐垂钓,http://59.174.160.80:4022/rtp/239.69.1.142:10488
湖南茶频道,http://59.174.160.80:4022/rtp/239.69.1.144:10500
BRTV卡酷少儿,http://59.174.160.80:4022/rtp/239.69.1.193:10800
河南梨园频道,http://59.174.160.80:4022/rtp/239.69.1.33:9838
河南武术世界,http://59.174.160.80:4022/rtp/239.69.1.47:9922
CETV1,http://59.174.160.80:4022/rtp/239.69.1.110:10298
湖北公共新闻,http://59.174.162.239:4022/rtp/239.69.1.40:9880
湖北经视频道,http://59.174.162.239:4022/rtp/239.69.1.41:9886
湖北综合频道,http://59.174.162.239:4022/rtp/239.69.1.42:9892
湖北垄上频道,http://59.174.162.239:4022/rtp/239.69.1.43:9898
湖北影视频道,http://59.174.162.239:4022/rtp/239.69.1.204:10866
湖北生活频道,http://59.174.162.239:4022/rtp/239.69.1.205:10872
湖北教育频道,http://59.174.162.239:4022/rtp/239.69.1.206:10878
武汉新闻综合,http://59.174.162.239:4022/rtp/239.69.1.145:10506
武汉电视剧,http://59.174.162.239:4022/rtp/239.69.1.146:10512
武汉科技生活,http://59.174.162.239:4022/rtp/239.69.1.251:11148
武汉文体频道,http://59.174.162.239:4022/rtp/239.69.1.147:10518
武汉教育频道,http://59.174.162.239:4022/rtp/239.69.1.60:9994
阳新综合,http://59.174.162.239:4022/rtp/239.69.1.34:9844
房县综合,http://59.174.162.239:4022/rtp/239.69.1.192:10794
蔡甸综合,http://59.174.162.239:4022/rtp/239.69.1.245:11112
CHC-影迷电影,http://59.174.162.239:4022/rtp/239.69.1.241:11088
CHC-动作电影,http://59.174.162.239:4022/rtp/239.69.1.242:11094
CHC-家庭影院,http://59.174.162.239:4022/rtp/239.69.1.243:11100
湖南金鹰纪实,http://59.174.162.239:4022/rtp/239.69.1.109:10292
湖南金鹰卡通,http://59.174.162.239:4022/rtp/239.69.1.248:11130
湖南快乐垂钓,http://59.174.162.239:4022/rtp/239.69.1.142:10488
湖南茶频道,http://59.174.162.239:4022/rtp/239.69.1.144:10500
BRTV卡酷少儿,http://59.174.162.239:4022/rtp/239.69.1.193:10800
河南梨园频道,http://59.174.162.239:4022/rtp/239.69.1.33:9838
河南武术世界,http://59.174.162.239:4022/rtp/239.69.1.47:9922
CETV1,http://59.174.162.239:4022/rtp/239.69.1.110:10298
